sku,location,forecast_date,forecasted_demand,confidence_p10,confidence_p50,confidence_p90,confidence_score,model_version,generated_at
SKU-045,Store-NYC,2026-03-14,244.0,189.49,244.0,298.5,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-15,223.67,169.17,223.67,278.18,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-16,175.47,120.96,175.47,229.97,0.81,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-17,193.82,139.31,193.82,248.32,0.78,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-18,192.06,137.56,192.06,246.57,0.79,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-19,171.77,117.27,171.77,226.28,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-20,178.89,124.39,178.89,233.4,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-21,240.81,186.31,240.81,295.32,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-22,244.61,190.11,244.61,299.12,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-23,175.56,121.05,175.56,230.06,0.79,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-24,175.42,120.91,175.42,229.92,0.88,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-25,172.43,117.93,172.43,226.94,0.92,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-26,188.44,133.93,188.44,242.94,0.8,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-27,208.72,154.22,208.72,263.23,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-28,252.39,197.89,252.39,306.9,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-29,232.76,178.25,232.76,287.26,0.93,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-30,200.67,146.16,200.67,255.17,0.8,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-03-31,179.33,124.83,179.33,233.84,0.81,v1.0,2026-03-02 14:05:59
SKU-045,Store-NYC,2026-04-01,191.49,136.99,191.49,246.0,0.89,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-03,102.61,67.79,102.61,137.43,0.9,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-04,102.89,68.07,102.89,137.71,0.78,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-05,103.3,68.49,103.3,138.12,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-06,102.58,67.76,102.58,137.4,0.89,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-07,133.4,98.58,133.4,168.22,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-08,132.9,98.08,132.9,167.71,0.93,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-09,102.42,67.6,102.42,137.24,0.76,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-10,100.1,65.29,100.1,134.92,0.77,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-11,106.12,71.31,106.12,140.94,0.91,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-12,103.77,68.96,103.77,138.59,0.75,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-13,99.14,64.32,99.14,133.95,0.91,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-14,130.99,96.17,130.99,165.81,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-15,128.34,93.53,128.34,163.16,0.92,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-16,108.76,73.94,108.76,143.57,0.77,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-17,107.4,72.58,107.4,142.21,0.93,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-18,109.81,75.0,109.81,144.63,0.86,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-19,108.2,73.38,108.2,143.01,0.86,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-20,110.84,76.02,110.84,145.66,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-21,138.57,103.75,138.57,173.38,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-22,145.95,111.13,145.95,180.77,0.75,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-23,116.01,81.19,116.01,150.83,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-24,96.17,61.35,96.17,130.99,0.78,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-25,110.79,75.98,110.79,145.61,0.89,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-26,112.58,77.77,112.58,147.4,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-27,102.2,67.39,102.2,137.02,0.93,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-28,141.73,106.91,141.73,176.54,0.91,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-29,145.53,110.71,145.53,180.34,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-30,106.47,71.66,106.47,141.29,0.76,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-03-31,109.64,74.82,109.64,144.45,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-LA,2026-04-01,101.45,66.63,101.45,136.27,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-03,168.48,102.75,168.48,234.2,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-04,167.4,101.68,167.4,233.13,0.9,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-05,167.36,101.64,167.36,233.09,0.76,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-06,172.97,107.25,172.97,238.7,0.88,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-07,212.79,147.06,212.79,278.51,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-08,212.32,146.6,212.32,278.05,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-09,174.76,109.04,174.76,240.49,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-10,171.0,105.28,171.0,236.73,0.95,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-11,170.18,104.45,170.18,235.9,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-12,168.99,103.27,168.99,234.72,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-13,180.0,114.28,180.0,245.73,0.77,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-14,217.35,151.62,217.35,283.08,0.76,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-15,216.24,150.51,216.24,281.96,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-16,169.57,103.85,169.57,235.3,0.77,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-17,184.77,119.04,184.77,250.49,0.89,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-18,177.83,112.11,177.83,243.56,0.9,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-19,176.24,110.52,176.24,241.97,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-20,187.44,121.72,187.44,253.17,0.9,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-21,211.14,145.41,211.14,276.86,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-22,204.92,139.2,204.92,270.65,0.89,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-23,169.26,103.54,169.26,234.99,0.91,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-24,180.59,114.87,180.59,246.32,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-25,168.01,102.29,168.01,233.74,0.86,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-26,166.47,100.75,166.47,232.2,0.75,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-27,193.09,127.36,193.09,258.81,0.91,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-28,243.86,178.14,243.86,309.59,0.89,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-29,230.58,164.85,230.58,296.3,0.8,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-30,199.63,133.9,199.63,265.35,0.84,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-03-31,163.23,97.5,163.23,228.95,0.85,v1.0,2026-03-02 14:05:59
SKU-045,Store-CHI,2026-04-01,171.13,105.41,171.13,236.86,0.78,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-03,141.74,82.54,141.74,200.94,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-04,142.29,83.09,142.29,201.49,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-05,144.06,84.86,144.06,203.26,0.79,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-06,141.65,82.45,141.65,200.85,0.9,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-07,178.95,119.75,178.95,238.15,0.75,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-08,183.97,124.77,183.97,243.17,0.92,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-09,145.42,86.22,145.42,204.63,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-10,138.42,79.22,138.42,197.62,0.78,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-11,139.52,80.32,139.52,198.72,0.78,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-12,141.62,82.42,141.62,200.82,0.95,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-13,140.57,81.37,140.57,199.77,0.76,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-14,191.99,132.79,191.99,251.19,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-15,188.82,129.62,188.82,248.02,0.9,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-16,152.75,93.55,152.75,211.95,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-17,155.61,96.41,155.61,214.81,0.92,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-18,137.82,78.62,137.82,197.02,0.86,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-19,152.82,93.62,152.82,212.02,0.95,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-20,133.84,74.64,133.84,193.04,0.84,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-21,174.38,115.18,174.38,233.58,0.88,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-22,168.15,108.95,168.15,227.35,0.86,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-23,143.56,84.36,143.56,202.76,0.89,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-24,134.13,74.93,134.13,193.33,0.91,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-25,153.54,94.34,153.54,212.74,0.9,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-26,152.88,93.68,152.88,212.08,0.86,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-27,146.87,87.67,146.87,206.07,0.89,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-28,207.98,148.78,207.98,267.18,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-29,178.44,119.24,178.44,237.64,0.77,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-30,135.82,76.62,135.82,195.02,0.77,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-03-31,142.83,83.63,142.83,202.03,0.79,v1.0,2026-03-02 14:05:59
SKU-045,Store-HOU,2026-04-01,131.29,72.09,131.29,190.49,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-03,159.21,103.7,159.21,214.72,0.86,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-04,158.69,103.18,158.69,214.21,0.78,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-05,159.67,104.16,159.67,215.19,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-06,156.43,100.91,156.43,211.94,0.76,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-07,198.25,142.74,198.25,253.77,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-08,207.34,151.83,207.34,262.85,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-09,161.77,106.26,161.77,217.29,0.93,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-10,161.76,106.24,161.76,217.27,0.8,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-11,162.05,106.53,162.05,217.56,0.93,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-12,158.39,102.88,158.39,213.91,0.77,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-13,169.27,113.76,169.27,224.79,0.8,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-14,201.42,145.91,201.42,256.93,0.8,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-15,206.49,150.97,206.49,262.0,0.8,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-16,168.28,112.77,168.28,223.8,0.81,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-17,150.82,95.31,150.82,206.34,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-18,159.59,104.08,159.59,215.11,0.8,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-19,168.75,113.23,168.75,224.26,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-20,170.04,114.52,170.04,225.55,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-21,202.93,147.42,202.93,258.45,0.84,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-22,198.45,142.93,198.45,253.96,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-23,166.01,110.5,166.01,221.53,0.88,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-24,180.99,125.47,180.99,236.5,0.84,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-25,155.72,100.2,155.72,211.23,0.94,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-26,151.7,96.18,151.7,207.21,0.84,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-27,165.77,110.25,165.77,221.28,0.76,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-28,229.24,173.72,229.24,284.75,0.87,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-29,222.22,166.7,222.22,277.73,0.82,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-30,145.07,89.56,145.07,200.59,0.88,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-03-31,180.01,124.49,180.01,235.52,0.83,v1.0,2026-03-02 14:05:59
SKU-045,Store-PHX,2026-04-01,177.9,122.38,177.9,233.41,0.91,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-03,75.08,43.31,75.08,106.86,0.83,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-04,75.01,43.23,75.01,106.79,0.84,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-05,74.45,42.67,74.45,106.22,0.92,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-06,74.27,42.49,74.27,106.05,0.79,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-07,96.2,64.43,96.2,127.98,0.8,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-08,97.99,66.21,97.99,129.76,0.93,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-09,77.81,46.03,77.81,109.58,0.79,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-10,78.77,46.99,78.77,110.55,0.88,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-11,77.5,45.73,77.5,109.28,0.82,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-12,72.49,40.72,72.49,104.27,0.94,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-13,73.37,41.59,73.37,105.15,0.76,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-14,91.33,59.55,91.33,123.1,0.77,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-15,100.47,68.69,100.47,132.25,0.94,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-16,73.42,41.65,73.42,105.2,0.79,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-17,74.4,42.62,74.4,106.17,0.94,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-18,77.63,45.85,77.63,109.41,0.9,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-19,77.14,45.36,77.14,108.91,0.93,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-20,70.38,38.61,70.38,102.16,0.9,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-21,90.35,58.58,90.35,122.13,0.86,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-22,98.01,66.23,98.01,129.79,0.75,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-23,73.74,41.96,73.74,105.52,0.86,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-24,75.54,43.76,75.54,107.31,0.82,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-25,81.23,49.45,81.23,113.01,0.88,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-26,83.72,51.94,83.72,115.5,0.8,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-27,72.41,40.63,72.41,104.18,0.85,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-28,96.98,65.21,96.98,128.76,0.91,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-29,89.09,57.32,89.09,120.87,0.94,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-30,71.95,40.17,71.95,103.73,0.91,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-03-31,72.27,40.49,72.27,104.04,0.82,v1.0,2026-03-02 14:05:59
SKU-046,Store-NYC,2026-04-01,74.32,42.54,74.32,106.09,0.91,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-03,71.03,49.13,71.03,92.93,0.76,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-04,71.79,49.89,71.79,93.69,0.78,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-05,71.59,49.69,71.59,93.49,0.86,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-06,70.4,48.5,70.4,92.3,0.76,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-07,92.67,70.77,92.67,114.57,0.9,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-08,89.43,67.52,89.43,111.33,0.76,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-09,73.51,51.61,73.51,95.41,0.81,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-10,72.13,50.23,72.13,94.03,0.89,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-11,73.06,51.16,73.06,94.96,0.84,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-12,72.39,50.49,72.39,94.29,0.93,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-13,73.63,51.73,73.63,95.53,0.81,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-14,96.57,74.67,96.57,118.47,0.94,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-15,94.73,72.83,94.73,116.63,0.81,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-16,67.96,46.06,67.96,89.86,0.87,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-17,72.73,50.83,72.73,94.63,0.78,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-18,74.0,52.1,74.0,95.9,0.84,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-19,69.8,47.9,69.8,91.7,0.9,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-20,75.87,53.97,75.87,97.77,0.88,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-21,90.74,68.84,90.74,112.65,0.84,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-22,93.91,72.01,93.91,115.81,0.86,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-23,75.78,53.88,75.78,97.68,0.95,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-24,68.52,46.62,68.52,90.42,0.9,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-25,72.44,50.54,72.44,94.34,0.82,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-26,75.67,53.77,75.67,97.57,0.86,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-27,74.72,52.82,74.72,96.62,0.89,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-28,85.61,63.71,85.61,107.51,0.84,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-29,96.83,74.93,96.83,118.73,0.95,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-30,82.84,60.94,82.84,104.74,0.9,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-03-31,74.97,53.07,74.97,96.87,0.84,v1.0,2026-03-02 14:05:59
SKU-046,Store-LA,2026-04-01,84.99,63.09,84.99,106.89,0.84,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-03,76.39,50.62,76.39,102.17,0.88,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-04,76.78,51.01,76.78,102.55,0.85,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-05,76.12,50.35,76.12,101.89,0.87,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-06,76.5,50.73,76.5,102.28,0.91,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-07,96.79,71.02,96.79,122.56,0.82,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-08,98.04,72.27,98.04,123.81,0.89,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-09,78.68,52.91,78.68,104.45,0.83,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-10,77.57,51.8,77.57,103.34,0.81,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-11,77.77,52.0,77.77,103.54,0.89,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-12,75.79,50.01,75.79,101.56,0.81,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-13,73.57,47.8,73.57,99.34,0.89,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-14,92.48,66.71,92.48,118.25,0.79,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-15,99.61,73.83,99.61,125.38,0.85,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-16,75.79,50.02,75.79,101.57,0.92,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-17,77.19,51.42,77.19,102.96,0.87,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-18,83.74,57.97,83.74,109.51,0.92,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-19,80.24,54.47,80.24,106.01,0.9,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-20,76.72,50.95,76.72,102.49,0.94,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-21,99.11,73.33,99.11,124.88,0.91,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-22,89.9,64.13,89.9,115.67,0.88,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-23,80.06,54.29,80.06,105.83,0.79,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-24,74.16,48.39,74.16,99.93,0.86,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-25,76.81,51.04,76.81,102.58,0.91,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-26,87.21,61.44,87.21,112.98,0.86,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-27,81.49,55.72,81.49,107.26,0.93,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-28,104.16,78.38,104.16,129.93,0.88,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-29,96.42,70.65,96.42,122.19,0.79,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-30,84.88,59.11,84.88,110.66,0.79,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-03-31,79.71,53.94,79.71,105.48,0.87,v1.0,2026-03-02 14:05:59
SKU-046,Store-CHI,2026-04-01,84.97,59.2,84.97,110.75,0.87,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-03,78.48,42.28,78.48,114.69,0.88,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-04,78.32,42.11,78.32,114.52,0.83,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-05,78.42,42.22,78.42,114.62,0.89,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-06,80.24,44.04,80.24,116.44,0.79,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-07,99.91,63.71,99.91,136.12,0.89,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-08,97.65,61.45,97.65,133.86,0.81,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-09,79.24,43.03,79.24,115.44,0.82,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-10,77.59,41.38,77.59,113.79,0.86,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-11,81.96,45.76,81.96,118.16,0.85,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-12,83.76,47.55,83.76,119.96,0.82,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-13,77.08,40.88,77.08,113.28,0.76,v1.0,2026-03-02 14:05:59
SKU-046,Store-HOU,2026-03-14,101.14,64.94,101.14,137.34,0.75,v1.0,2026-03-02 14:05:59
